Feature,Importance
Ratio_AvgRank,0.0630338663577448
Diff_AvgRank,0.03832117435549107
SeedDiff,0.030476151216193025
Diff_Seed,0.029867885574944974
Ratio_Seed,0.027475194024555734
HigherSeed,0.02741264089280718
Diff_PointsDifferential,0.02135798701960664
Team2_AvgRank,0.019991273675019985
Team1_AvgRank,0.01979305884390776
Ratio_GamesPlayed,0.018227348048662953
Diff_PointsRatio,0.01789121469040538
Ratio_PointsRatio,0.016940958816958503
Team1_PointsRatio,0.01479476198966801
Team1_Seed,0.014648538093682124
Diff_TeamFreeThrowRate,0.013735979924773937
Diff_WinPercentage,0.0125153070924148
Ratio_TeamTurnoverPercentage,0.012015576603657492
Diff_TeamTurnoverPercentage,0.01200991378543974
Team1_TeamFTPercentage,0.011559317238969436
Ratio_TeamStl,0.011162074346370027
Diff_TeamPF,0.011112828221782639
Diff_TeamOffensiveReboundPercentage,0.011007541113685055
Team2_PointsDifferential,0.01092233611438801
Ratio_TeamFTPercentage,0.010615734450141379
Team1_TeamTurnoverPercentage,0.010488944630440268
Ratio_TeamAssistPercentage,0.010281332593472461
Team2_TeamTO,0.00989617062831308
Diff_OpponentPointsPerGame,0.009880106633748158
Diff_TeamFTPercentage,0.009876840670573556
Team2_TeamStl,0.009752282779005876
Ratio_TeamFreeThrowRate,0.009547932175609487
Ratio_TeamPF,0.00918128880490804
Diff_TeamStl,0.00912117842274759
Ratio_TeamOffensiveReboundPercentage,0.009091389323453786
Team2_TeamEffectiveFGPercentage,0.00906968284450062
Team2_WinPercentage,0.008808250052475776
Ratio_TeamAst,0.008789602341938542
Team1_PointsDifferential,0.008758620838180456
Ratio_Team3PPercentage,0.008634872222370507
Team1_Team3PPercentage,0.008551647622736731
Diff_TeamAssistPercentage,0.008471850123144367
Team1_TeamStl,0.008264476669116515
Diff_TeamFGPercentage,0.008221981415498146
Team2_TeamFGPercentage,0.008182752576824343
Diff_TeamTO,0.007994337000069393
Team1_TeamAssistPercentage,0.007973424004585426
Team2_TeamFTPercentage,0.007789855069763653
Team2_TeamOffensiveReboundPercentage,0.007732284121832369
Team2_TeamFreeThrowRate,0.007655562066357658
Team1_TeamPF,0.00750127513055126
Ratio_WinPercentage,0.00748006234184932
Ratio_TeamFGPercentage,0.0073946359387860195
Team1_OpponentPointsPerGame,0.0073565255185251656
Diff_TeamDR,0.007346170961905779
Ratio_TeamTO,0.00734190283428617
Team2_TeamPF,0.0072959707075255
Team2_TeamBlk,0.007242325177348685
Team1_TeamOffensiveReboundPercentage,0.007225596606104617
Team1_TeamDefensiveReboundPercentage,0.007220104620457223
Team1_WinPercentage,0.007194983651100477
Team2_TeamAst,0.007154602269609741
Diff_TeamEffectiveFGPercentage,0.007100758406406082
Diff_TeamBlk,0.0070368663668305504
Diff_GamesPlayed,0.0070335297532429794
Diff_TeamAst,0.006983006346077538
Team2_PointsPerGame,0.0069653989597987555
Team1_TeamFGPercentage,0.006880246710824721
Ratio_OpponentPointsPerGame,0.00683473230822886
Ratio_TeamBlk,0.00682475351511016
Team2_TeamTurnoverPercentage,0.006817530085100254
Team2_TeamDefensiveReboundPercentage,0.006792430655309343
Ratio_TeamOR,0.0066721775872122
Team2_TeamOR,0.006580608465424838
Team2_Team3PPercentage,0.006569708557748916
Ratio_TeamDR,0.00638775127867387
Ratio_TeamDefensiveReboundPercentage,0.006184951488630357
Team1_TeamEffectiveFGPercentage,0.0061375042700778214
Team2_Seed,0.006100761781448965
Team1_TeamDR,0.005989326929616244
Ratio_PointsPerGame,0.005981219142318446
Team1_TeamAst,0.005940432105842113
Team1_GamesPlayed,0.005917046073974254
Team2_TeamAssistPercentage,0.005484639278903127
Diff_TeamDefensiveReboundPercentage,0.005442719478028587
Team2_OpponentPointsPerGame,0.005414242733196571
Team1_TeamTO,0.005341664868624266
Team2_TeamDR,0.005327184099146926
Team2_PointsRatio,0.0053150357509173535
Diff_TeamOR,0.00531395980378954
Team1_TeamOR,0.005313014855497936
Ratio_TeamEffectiveFGPercentage,0.005304770609281637
Team2_GamesPlayed,0.005270905536877997
Team1_TeamBlk,0.005165161064972592
Diff_PointsPerGame,0.004794911786995166
Team1_PointsPerGame,0.0046544468221365555
Diff_Team3PPercentage,0.004198396255455086
Team1_TeamFreeThrowRate,0.0032687223872921323
